post_title,post_name,ID,post_excerpt,post_content,post_status,menu_order,post_date,post_author,comment_status,sku,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class
Organix Brazilian Keratin Therapy Hydrating Keratin Masque 237ml/ 8oz,organix-brazilian-keratin-therapy-hydrating-keratin-masque-237ml-8oz,5474,,Organix Brazilian Keratin Therapy Hydrating Keratin Masque,publish,0,08/09/2017 20:01,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-brazilian-straight-theraphy-1.jpg,,,simple,,,,
Organix Nourishing Coconut Milk Shampoo 13oz/ 385ml,organix-nourishing-coconut-milk-shampoo-13oz-385ml,5483,,Organix Nourishing Coconut Milk Shampoo,publish,0,08/09/2017 20:01,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-coconut-milk-1.jpg,,,simple,,,,
Organix Nourishing Coconut Milk Conditioner 13oz/ 385ml,organix-nourishing-coconut-milk-conditioner-13oz-385ml,5484,,Organix Nourishing Coconut Milk Conditioner,publish,0,08/09/2017 20:01,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-conditioner-coconut-milk-1.jpg,,,simple,,,,
Organix Revitalizing Pomegranate Green Tea Conditioner 385ml/ 13oz,organix-revitalizing-pomegranate-green-tea-conditioner-385ml-13oz,5485,,Organix Revitalizing Pomegranate Green Tea Conditioner,publish,0,08/09/2017 20:01,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-conditioner-pomegranate-green-tea-1.jpg,,,simple,,,,
Organix Smoothing Shea Butter Conditioner 385ml/ 13oz,organix-smoothing-shea-butter-conditioner-385ml-13oz,5486,,Organix Smoothing Shea Butter Conditioner,publish,0,08/09/2017 20:01,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-conditioner-shea-butter-1.jpg,,,simple,,,,
Organix Moroccan Curling Perfection Defining Cream 177ml/ 6oz,organix-moroccan-curling-perfection-defining-cream-177ml-6oz,5487,,Organix Moroccan Curling Perfection Defining Cream,publish,0,08/09/2017 20:01,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-curl-defining-cream-1.png,,,simple,,,,
Organix Brazilian Keratin Therapy Flat Iron Spray 177ml/ 6oz,organix-brazilian-keratin-therapy-flat-iron-spray-177ml-6oz,5488,,Organix Brazilian Keratin Therapy Flat Iron Spray,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-flat-iron-spray-1.jpg,,,simple,,,,
Organix Renewing Moroccan Argan Oil Shampoo 385ml/ 13oz,organix-renewing-moroccan-argan-oil-shampoo-385ml-13oz,5489,,Organix Renewing Moroccan Argan Oil Shampoo,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-moroccan-argan-oil-Shampoo-1.jpg,,,simple,,,,
Organix Renewing Moroccan Argan Oil Intense Moisturizing Treatment 237ml,organix-renewing-moroccan-argan-oil-intense-moisturizing-treatment-237ml,5490,,Organix Renewing Moroccan Argan Oil Intense Moisturizing Treatment,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-moroccan-argan-oil-treatment-1.jpg,,,simple,,,,
Organix Renewing Moroccan Argan Penetrating Oil 100ml/ 3.3oz,organix-renewing-moroccan-argan-penetrating-oil-100ml-3-3oz,5491,,Organix Renewing Moroccan Argan Penetrating Oil,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-moroccan-argan-oil-1.jpg,,,simple,,,,
Organix Renewing Moroccan Argan Oil Conditioner 385ml/ 13oz,organix-renewing-moroccan-argan-oil-conditioner-385ml-13oz,5499,,Organix Renewing Moroccan Argan Oil Conditioner,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-moroccan-conditioner-1.jpg,,,simple,,,,
Organix Moroccan Smooth Perfection Blow Out Cream 177ml/ 6oz,organix-moroccan-smooth-perfection-blow-out-cream-177ml-6oz,5500,,Organix Moroccan Smooth Perfection Blow Out Cream,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-moroccan-curling-perfection-blow-out-1.jpg,,,simple,,,,
Organix Energizing PassionFruit Guava Shampoo 13oz/ 385ml,organix-energizing-passionfruit-guava-shampoo-13oz-385ml,5501,,Organix Energizing PassionFruit Guava Shampoo,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-passionfruit-Guava-shampoo-1.jpg,,,simple,,,,
Organix Renewing Moroccan Argan Oil Weightless Healing Dry Oil 40oz/ 118ml,organix-renewing-moroccan-argan-oil-weightless-healing-dry-oil-40oz-118ml,5502,,Organix Renewing Moroccan Argan Oil Weightless Healing Dry Oil,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-renewing-moroccan-oil-healing-dry-oil-4oz-1.jpg,,,simple,,,,
Organix Rejuvenating Cherry Blossom Ginseng Shampoo 385ml/ 13oz,organix-rejuvenating-cherry-blossom-ginseng-shampoo-385ml-13oz,5503,,Organix Renewing Moroccan Argan Oil Weightless Healing Dry Oil,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-shampoo-cherry-blossom-2.jpg,,,simple,,,,
Organix Rejuvenating Cherry Blossom Ginseng Shampoo 385ml/ 13oz,organix-rejuvenating-cherry-blossom-ginseng-shampoo-385ml-13oz-2,5504,,Organix Rejuvenating Cherry Blossom Ginseng Shampoo,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-shampoo-cherry-blossom-2.jpg,,,simple,,,,
Organix Hydrating Tea-Tree Mint Shampoo 13oz/ 385ml,organix-hydrating-tea-tree-mint-shampoo-13oz-385ml,5505,,Organix Hydrating Tea-Tree Mint Shampoo,publish,0,08/09/2017 20:02,1,open,,no,no,,11.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/organix-teatree-mint-shampoo.jpg,,,simple,,,,
Senegal braid twist,senegal-braid-twist,5514,,,publish,0,08/09/2017 20:03,1,open,,no,no,,14.95,12.95,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Senegal-braid-twist-1.jpg,,,simple,,,,
Mambo Twist braid,mambo-twist-braid,5515,,,publish,0,08/09/2017 20:03,1,open,,no,no,,14.95,12.95,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/mambo-twist.jpg,,,simple,,,,
Premium Now Yaki Wave,premium-now-yaki-wave,5516,,,publish,0,08/09/2017 20:03,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/sensationneel-premium-now-Yaki-1.jpg,,,simple,,,,
Sleek Curly Wave,sleek-curly-wave,5517,,,publish,0,08/09/2017 20:03,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Sleek-Hair-curly-1.jpg,,,simple,,,,
Premium Plus Yaki Wave,premium-plus-yaki-wave,5518,,,publish,0,08/09/2017 20:03,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/sensationneel-premium-plus-Yaki-1.jpg,,,simple,,,,
Senegal Twist,senegal-twist,5519,,,publish,0,08/09/2017 20:03,1,open,,no,no,,9.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Senegal-braided-wiqd-sensationnel-1.jpg,,,simple,,,,
Sleek Human Hair Yaki Wave,sleek-human-hair-yaki-wave,5520,,,publish,0,08/09/2017 20:03,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Sleek-Hair-Extensions-1.jpg,,,simple,,,,
Jamaican Locks braids,jamaican-locks-braids,5521,,,publish,0,08/09/2017 20:03,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/BRAID_JAMAICAN_LOCKS_44-1.jpg,,,simple,,,,
African Collection ''Jamaican Bounce'' braids,african-collection-jamaican-bounce-braids,5529,,,publish,0,08/09/2017 20:04,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/BRAID_JAMAICANBOUNCE_L-1.jpg,,,simple,,,,
X-pression Braids,x-pression-braids,5530,,,publish,0,08/09/2017 20:04,1,open,,no,no,,4.5,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/x-pression-1.jpg,,,simple,,,,
Equal Marley Twist,equal-marley-twist,5531,,,publish,0,08/09/2017 20:04,1,open,,no,no,,7.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Equal-marley-twist-1.jpg,,,simple,,,,
Brazilian Full Lace Wig,brazilian-full-lace-wig,5532,,,publish,0,08/09/2017 20:04,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Full-lace-wig-1.jpg,,,simple,,,,
Brazilian Front Lace Wig,brazilian-front-lace-wig,5533,,,publish,0,08/09/2017 20:04,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/front-lace-wiq-1.jpg,,,simple,,,,
Indian Human Hair Lace Wig,indian-human-hair-lace-wig,5534,,,publish,0,08/09/2017 20:04,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Indian-Human-hairs-lace-wig-1.jpg,,,simple,,,,
Su-Elise Sleek Wig,su-elise-sleek-wig,5535,,,publish,0,08/09/2017 20:04,1,open,,no,no,,45,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/SUELISE-wig-sleek-1.jpg,,,simple,,,,
Naomi Sleek Wig,naomi-sleek-wig,5544,,"Naomi Sleek Wig with 100% kanekalon,",publish,0,08/09/2017 20:05,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/sleek-wig-fashion-naomi-1.jpg,,,simple,,,,
Vogue Sleek Wig,vogue-sleek-wig,5545,,,publish,0,08/09/2017 20:05,1,open,,no,no,,39.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/VOGUE-wig-sleek-1.jpg,,,simple,,,,
Giovanni Leave In Conditioner 250ml,giovanni-leave-in-conditioner-250ml,5546,,,publish,0,08/09/2017 20:05,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Giovanni-direct-leave-in-conditioner-1.jpg,,,simple,,,,
Snot Gorila Gel 300gr,snot-gorila-gel-300gr,5547,,,publish,0,08/09/2017 20:05,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Gorila-hair-gel-1.jpg,,,simple,,,,
Curls Blueberry Bliss Reparative Hair Mask 240ml,curls-blueberry-bliss-reparative-hair-mask-240ml,5548,,"Curls Blueberry Bliss reparative hair mask is an deep conditioning masker to prevent breakage, enhance growth and repair damage.

Formulated with certified organic Blueberry Extract, Aloe Leaf Juice, and Chamomile Extract clinically proven to protect, grow, repair and restore your natural curls. Soften, detangle, moisturize, condition and hydrate your curls while repairing damage, protecting against breaking, and encouraging hair growth.
<div class=""short-description""></div>
<div class=""acr-general-product-rating""></div>",publish,0,08/09/2017 20:05,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/hair-mask-Blueberry-bliss-1.jpg,,,simple,,,,
Curls Blueberry Bliss Reparative Hair Wash Shampoo 8oz,curls-blueberry-bliss-reparative-hair-wash-shampoo-8oz,5549,,"Curls Blueberry Bliss Reparative Hair Wash rich and creamy sulfate free cleanser helps to soften natural hairs such as dry kinky, wave or natural curls and encourage hair growth and healthy scalp.

Formulated with certified organic Blueberry Extract, Aloe Leaf Juice, and Chamomile Extract clinically proven to restore, repair, growth and protect you natural curls.",publish,0,08/09/2017 20:05,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/curls-blueberry-bliss-reparative-hair-wash-shampooing-1.jpg,,,simple,,,,
Curls Blueberry Bliss Twist N Shout Cream 240ml,curls-blueberry-bliss-twist-n-shout-cream-240ml,5550,,"Curls Blueberry Bliss Twist N Shout Cream provides sheen, moisture and softness your natural curly hairs.",publish,0,08/09/2017 20:05,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/TWIST-N-SHOUT.jpg,,,simple,,,,
Curls Blueberry Bliss Reparative Leave in Conditioner 240ml,curls-blueberry-bliss-reparative-leave-in-conditioner-240ml,5551,,"Curls Blueberry Bliss Reparative Leave in Conditioner helps repair, condition and restore your curls with this softening formula.",publish,0,08/09/2017 20:05,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Curls-Blueberry-leave-in-conditioner-1.jpg,,,simple,,,,
Curls Blueberry Bliss Curl Control Jelly 240ml,curls-blueberry-bliss-curl-control-jelly-240ml,5558,,"Curls Blueberry Bliss Curl Control Jelly helps define, hold and defrizz your natural curls.",publish,0,08/09/2017 20:05,1,open,,no,no,,18.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/blue-berry-jelly-control-1.jpg,,,simple,,,,
Curls Blueberry Bliss Curl Control Paste,curls-blueberry-bliss-curl-control-paste,5559,,Curls Blueberry Bliss Curl Control Paste smooths and slicks down edges providing shine to enhance your curly hairs.,publish,0,08/09/2017 20:06,1,open,,no,no,,12.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Curls-blueberry-bliss-curl-control-paste-1.jpg,,,simple,,,,
Curls Blueberry Bliss Hair Growth Oil 240ml,curls-blueberry-bliss-hair-growth-oil-240ml,5560,,Curls Blueberry Bliss Hair Growth Oil repairs and store damage hairs. Provides vitamin prevent breakage and help increase healthy growing hairs.,publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/curls-blueberry-bliss-hair-growth-oil-huile-pour-la-pousse-1.jpg,,,simple,,,,
Curls Pure Clarifying Shampoo 240ml,curls-pure-clarifying-shampoo-240ml,5561,,Curls Pure Clarifying Shampoo helps provide healthy natural hairs. removes build up recommended usage 1x every 2 months.,publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/pure-curls-clarifying-shampoo-1.jpg,,,simple,,,,
Curls Culricious Curls Sulfate Free Clearnser 240ml,curls-culricious-curls-sulfate-free-clearnser-240ml,5562,,Curls Culricious Curls Sulfate Free Clearnser can be use daily as a moisturizing. Suggested for natural curly hairs also including chemical and color treated hairs.,publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/curlicious-curls-cleansing-1.jpg,,,simple,,,,
Curls Coconut Sublime Moisturizing Conditioner 240ml,curls-coconut-sublime-moisturizing-conditioner-240ml,5563,,"Curls Coconut Sublime Moisturizing Conditioner rinse out conditioner formula for natural kinky, curly or wave hairs. Helps to enhance smoothness and health to your hairs and helps prevent dryness and breakage.",publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/coconut-sublime-conditioner-1.jpg,,,simple,,,,
Curls Ecstasy Hair Tea Deep Conditioner 240ml,curls-ecstasy-hair-tea-deep-conditioner-240ml,5564,,"Curls Ecstasy Hair Tea formula is an deep conditioner which will help transform and prevent dry, damaged to natural curls. Also for curls which are chemically treated, colored or overly stressed hairs.",publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/curl-ecstasy-1.jpg,,,simple,,,,
Curls Cashmere Curls Leave In Conditioner,curls-cashmere-curls-leave-in-conditioner,5573,,"Curls Cashmere Curls Leave In Conditioner serum helps to repair damaged curls, restore health, define limp curls and provides moisture and shine to natural curly hairs.",publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cashmere-leave-in-conditioner-1.jpg,,,simple,,,,
Curls Milkshake Light Curl Lotion,curls-milkshake-light-curl-lotion,5574,,"Curls Milkshake Light Curl Lotion helps softness, defrizzes and define curls. Made with pure coconut milk to increase growth, health and thickness to natural hairs and prevent dryness and breakage.

Sulfate free, Paraben free, Mineral free &amp; Silicon free",publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/curls-milkshake-1.jpg,,,simple,,,,
Curls Souffle Medium Curl Cream no hold 240ml,curls-souffle-medium-curl-cream-no-hold-240ml,5575,,"Curls Souffle Medium Curl Cream no hold formula is a medium light weighted without sulfate, silicones, parabens and artificial oils. helps define and hold curls while locking.",publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/curl-souffle-1.jpg,,,simple,,,,
Curls Cashmere Curl Jelly Styling Gel 240ml,curls-cashmere-curl-jelly-styling-gel-240ml,5576,,"Curls Cashmere Curl Jelly Styling Gel has the texture of a thick serum without silicones. helps provide weight to natural hairs to create perfect twirls.

&nbsp;

Sulfate free, Paraben free, Mineral free &amp; Silicon free",publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cashmere-curl-jelly-1.jpg,,,simple,,,,
Extreme Glow Strong Lightening Treatment Gel tube 30ml,extreme-glow-strong-lightening-treatment-gel-tube-30ml,5577,,Extreme Glow Strong Lightening Treatment Gel with Argan Oil &amp; Valerian Extract - skin lightening gel,publish,0,08/09/2017 20:06,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/extreme-glow-gel-1.png,,,simple,,,,
Chi Serum Infusion Restructing Complex 150ml,chi-serum-infusion-restructing-complex-150ml,5579,,Chi serum formula helps straighten your hairs by providing softness and incredible shine without any build ups.,publish,0,08/09/2017 20:07,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/chi-serum-150ml-1.jpg,,,simple,,,,
Cantu Care for Kids Tear Free Nourishing Shampoo 237 ml,cantu-care-for-kids-tear-free-nourishing-shampoo-237-ml,5580,,"Cantu Care for Kids Tear Free Nourishing Shampoo helps clean and provide softness to natural coils, kinky, or curly hairs. A formula without chemicals such as Sulfate, Mineral, Paraben &amp; Silicone",publish,0,08/09/2017 20:07,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-kids-shampoo-1.jpeg,,,simple,,,,
Cantu Care for Kids Leave In Conditioner 13oz,cantu-care-for-kids-leave-in-conditioner-13oz,5588,,"Cantu Care for Kids Leave In Conditioner helps clean and provide softness to childresn natural coils, kinky, or curly hairs. A formula for increased manageability, decrease breakage &amp; frizz. Without  harsh chemicals ingredients such as Sulfate, Mineral, Paraben &amp; Silicone",publish,0,08/09/2017 20:07,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu_KidsConditioner-1.jpg,,,simple,,,,
Cantu Care For Kids Conditioner Detangler 180 ml,cantu-care-for-kids-conditioner-detangler-180-ml,5589,,"Cantu Care for Kids Conditioner Detangler spray helps provide softness to childresn natural coils, kinky, or curly hairs. A formula for increased manageability, decrease breakage &amp; frizz. Without  harsh chemicals ingredients such as Sulfate, Mineral, Paraben &amp; Silicone",publish,0,08/09/2017 20:07,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-spray-1.jpg,,,simple,,,,
Cantu Care For Kids Styling Custard 227gr,cantu-care-for-kids-styling-custard-227gr,5590,,"Cantu Care for Kids styling custard provide softness to childresn natural coils, kinky, or curly hairs. Adds hold to hairs that lasts hours, a formula for increased manageability, decrease breakage &amp; frizz. Without  harsh chemicals ingredients such as Sulfate, Mineral, Paraben &amp; Silicone.",publish,0,08/09/2017 20:07,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-kids-styling-custard-1.jpeg,,,simple,,,,
Cantu Care For Kids Nourishing Conditioner 237 ml,cantu-care-for-kids-nourishing-conditioner-237-ml,5591,,"Cantu Care for Kids Nourishing Conditioner helps clean and provide softness to childresn natural coils, kinky, or curly hairs. A formula for increased manageability, decrease breakage &amp; frizz. Without  harsh chemicals ingredients such as Sulfate, Mineral, Paraben &amp; Silicone.

usage after cantu care kids shampoo, leave for 3 to 5 mins in and then rinse out with medium temperature water.",publish,0,08/09/2017 20:07,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-kids-conditioner-1.jpeg,,,simple,,,,
ORS Curls Unleashed For Kids Curl Detangling Shampoo 236 ml,ors-curls-unleashed-for-kids-curl-detangling-shampoo-236-ml,5592,,"ORS Curls Unleashed For Kids Curl Detangling Shampoo with Mango and Cucumber formula without sulfate, mineral and parabens free cleanser and detangles for natural hairs. helps provide softness and shine to natural curly, kinky, coil and wavy hairs, especially made for kids.",publish,0,08/09/2017 20:07,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/ors-curls-unleash-for-kids-shampoo-1.jpg,,,simple,,,,
ORS Curls Unleashed For Kids Curl Coconut &amp; Shea Butter In or Out Conditioner 236 ml,ors-curls-unleashed-for-kids-curl-coconut-shea-butter-in-or-out-conditioner-236-ml,5593,,"ORS Curls Unleashed For Kids Curl Coconut &amp; Shea Butter In or Out Conditioner moisturizes &amp; Detangles for kids natural hairs formula without sulfate, mineral and parabens free cleanser is a product which can be used as leave in and leave out for natural hairs. helps provide softness and shine to natural curly, kinky, coil and wavy hairs, especially made for kids.

Direction: apply  to freshly shampooed hair and distribute evenly with a comb or fingers. As a leave in conditioner: don't rinse, and style hair as usual.

As a rinse out condtioner: leave in for 10 - 15 minutes, rinse and style as usual.",publish,0,08/09/2017 20:07,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/ors-curls-unleash-for-kids-in-or-out-conditioner-1.jpg,,,simple,,,,
Aunt Jackie's Baby Girl Curls Curling &amp; Twisting Custard 434 ml,aunt-jackies-baby-girl-curls-curling-twisting-custard-434-ml,5594,,"Aunt Jackie's Baby Girl Curls Curling &amp; Twisting Custard creme for natural curls, coils, and wavy hairs without sulfate, paraben, mineral oil, petrolatum free helps provide softness and healthy hairs. Enriched with coconut oil, shea butter &amp; extra virgin olive oil.",publish,0,08/09/2017 20:07,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jackie-soft-conditioner-1.jpg,,,simple,,,,
Aunt Jackies's Soft &amp; Sassy super Duper Softening Conditioner 434 ml,aunt-jackiess-soft-sassy-super-duper-softening-conditioner-434-ml,5600,,"Aunt Jackie's Soft &amp; Sassy super duper softening conditioner creme is for natural curls, coils, and wavy hairs without sulfate, paraben, mineral oil, petrolatum free is a conditioner which has to be rinsed out after shampooing. leave in for 3 to 5 minutes and rinse out with medium warm water. Helps provide softness and healthy hairs, enriched with coconut oil, Shea butter &amp; extra virgin olive oil.",publish,0,08/09/2017 20:08,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jackie-soft-sassy-1.jpg,,,simple,,,,
Aunt Jackies Girls Heads Up Moisturizing &amp; Softening Shampoo 355 ml,aunt-jackies-girls-heads-up-moisturizing-softening-shampoo-355-ml,5601,,"Aunt Jackie's Baby Girl heads up moisturizing and softening shampoo for natural curls, coils, and wavy hairs without sulfate, paraben, mineral oil, petrolatum free helps provide softness and healthy hairs. Enriched with coconut oil, shea butter &amp; extra virgin olive oil.",publish,0,08/09/2017 20:08,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Aunt-Jackies-Girl-Shampoo-1.jpg,,,simple,,,,
